probe,fc_CD_ileum,fc_UC_colon,fc_CD_colon
8089679,-0.0955,-0.0673,-0.0608
8089694,-0.1194,-0.0898,-0.0872
8089701,0.0287,0.082,0.0097
8089714,0.1146,0.79,0.7373
8089723,0.204,0.3074,0.3672
8089727,0.0612,0.0036,0.0253
8089729,-0.1184,-0.0928,-0.1452
8089743,-0.072,-0.4881,-0.3186
8089757,-0.0264,-0.0491,-0.0998
8089759,0.2905,0.5836,0.4548
8089771,0.5741,1.0785,1.026
8089785,-0.1281,-0.0167,0.0064
8089795,-0.2133,-0.0728,-0.1222
8089801,-0.0289,-0.0205,-0.0714
8089818,0.0602,0.1604,0.2556
8089820,-0.0562,-0.0394,-0.094
8089830,-0.1109,0.1067,-0.1165
8089835,0.9052,1.6313,1.7622
8089849,-0.0207,-0.1269,-0.1033
8089851,-0.2062,0.2438,0.5444
8089867,-0.0366,-0.3517,-0.4118
8089873,0.1554,0.2857,-0.0414
8089875,0.3665,0.0908,0.0772
8089911,0.2122,1.077,1.0838
8089926,0.0595,0.2609,0.2596
8089928,0.161,0.5367,0.5648
8089930,0.2696,-0.0952,-0.0147
8089954,-0.0788,0.0186,-0.0624
8089970,0.1333,-0.5925,-0.3949
8089986,-0.0898,-0.0012,-0.1357
8089988,0.1981,-0.3325,-0.2617
8089993,-0.079,0.1227,0.0862
8089999,-0.0923,-0.0683,-0.1736
8090018,0.8733,0.994,1.2754
8090030,-0.0359,0.0866,0.1595
8090044,-0.0376,-0.1192,-0.0699
8090070,-0.1358,-0.5556,-0.5698
8090091,-0.0482,-0.5089,-0.559
8090098,-0.0203,-0.3744,-0.2502
8090133,0.3258,-0.3316,-0.0392
8090152,-0.0836,-0.1625,-0.2122
8090162,-0.1334,-0.1103,-0.1705
8090180,-0.1177,0.0015,0.0839
8090193,0.7315,1.5422,1.4638
8090212,-0.0889,0.0598,0.0293
8090214,0.3141,0.3662,0.4954
8090235,-0.0185,0.011,-0.0391
8090237,-0.1416,-0.1926,-0.1969
8090256,0.0285,-0.6629,-0.6228
8090277,-0.2055,-0.703,-0.5381
8090291,0.1267,-0.0327,0.0847
8090295,-0.2749,-0.0374,-0.2162
8090314,0.2561,-0.0641,0.3194
8090341,-0.0868,0.0088,-0.0087
8090343,-0.0569,0.0142,0.0108
8090349,-0.1305,-0.1418,-0.1941
8090351,-0.0491,-0.1318,-0.1058
8090364,-0.0889,-0.2205,-0.2963
8090366,-0.0488,-0.1207,-0.0894
8090388,-0.0846,-0.1366,-0.144
8090395,0.1273,-0.1197,-0.1953
8090416,-0.1038,0.1056,0.0642
8090418,0.0836,-0.1695,-0.1703
8090420,-0.1835,0.1131,0.1331
8090433,0.0064,-0.5406,-0.3772
8090446,-0.0399,-0.1474,-0.2467
8090448,0.4282,0.2738,0.0673
8090462,0.0175,0.1489,0.0892
8090464,-0.1262,-0.0515,-0.079
8090469,0.088,0.1288,0.1211
8090485,-0.0677,-0.0827,-0.0644
8090490,0.3889,0.3441,0.2988
8090503,-0.1588,-0.1138,-0.0813
8090505,-0.0924,-0.0868,-0.1297
8090507,-0.1949,-0.3916,-0.3707
8090509,-0.1758,-0.5234,-0.4148
8090511,-0.0217,-0.137,-0.1836
8090518,0.0567,-0.0411,-0.0569
8090529,0.4088,0.1984,0.2783
8090533,0.0341,0.0378,-0.0294
8090546,-0.2465,-0.1497,-0.2863
8090555,-0.0257,0.2736,0.275
8090559,0.0048,-0.1632,-0.1239
8090565,-0.1359,0.9267,0.9091
8090567,-0.0988,-0.0277,-0.028
8090577,0.0151,0.2005,0.172
8090591,0.4422,0.8691,1.0454
8090630,0.1931,0.1447,0.1243
8090637,0.1246,-0.157,-0.1008
8090639,0.1026,-0.1169,-0.1019
8090660,0.0273,-0.0169,-0.0561
8090662,-0.3447,-0.1335,-0.0342
8090664,-0.5163,-0.6841,-0.5934
8090674,-0.1122,-0.1253,-0.1086
8090676,0.3411,0.1811,0.1781
8090678,0.2284,-0.0563,-0.115
8090688,-0.1192,-0.0066,-0.0302
8090690,-0.0707,0.133,0.1503
8090715,-0.5272,0.236,0.3558
8090737,-0.0137,-0.2059,-0.0854
8090770,-0.1613,0.0504,0.0133
8090772,0.182,-0.0166,-0.1151
8090801,0.0659,0.0593,0.0066
8090803,-0.0593,-0.4918,-0.4395
8090817,0.1506,0.1506,0.1617
8090823,0.4533,0.2088,0.2694
8090840,0.0974,-0.04,-0.1312
8090852,-0.101,0.2996,0.2308
8090866,-0.0781,0.1919,0.1419
8090872,0.0623,0.0038,-0.1086
8090889,-0.0156,-0.1695,-0.2479
8090891,0.0342,-0.1622,-0.2073
8090893,-0.0636,-0.0555,-0.1132
8090898,0.067,-0.2108,-0.2033
8090934,0.0645,-0.1517,-0.0564
8090936,0.0214,-0.0169,-0.0379
8090938,-0.0499,0.0914,0.0965
8090955,0.3738,-0.0089,-0.1433
8090960,0.0323,-0.0375,-0.1826
8090972,-0.0495,-0.1824,-0.1829
8090988,0.7767,-0.6903,-0.5505
8091009,-0.124,-0.1323,-0.086
8091032,-0.0307,-0.0596,-0.0326
8091037,-0.1993,0.0194,0.0655
8091039,-0.0845,-0.0549,-0.0555
8091043,-0.0401,-0.0509,-0.0919
8091048,0.3917,0.2868,0.239
8091071,-0.4341,-0.6408,-0.6069
8091078,0.234,0.0887,0.039
8091087,-0.0052,-0.2919,-0.3386
8091095,-0.0176,0.0044,0.1086
8091097,-0.0629,-0.1734,-0.3198
8091099,-0.0461,-0.125,-0.1211
8091101,0.1158,0.012,-0.0604
8091103,-0.2388,-0.4883,-0.4392
8091118,-0.2198,-0.1911,-0.2275
8091120,-0.137,-0.3692,-0.379
8091141,0.134,0.138,0.2945
8091186,0.0537,0.0143,-0.0488
8091188,0.2082,0.1992,0.3517
8091190,0.4903,0.1952,0.1569
8091239,-0.0048,-0.1203,-0.2426
8091241,0.1786,0.38,0.5866
8091243,-0.2581,-0.0395,-0.1234
8091255,-0.109,-0.1814,-0.1675
8091260,0.0839,0.4797,0.4428
8091279,-0.0294,-0.1143,-0.2341
8091281,0.0028,-0.0326,-0.0957
8091283,-0.9104,-0.6934,-0.7039
8091306,0.4286,-0.5813,-0.3152
8091318,0.0905,-0.0028,-0.0559
8091327,0.6015,0.3923,0.5314
8091340,0.0697,-0.0081,-0.0349
8091342,-0.0645,-0.0362,-0.0044
8091352,-0.0786,0.1855,0.1316
8091354,0.4342,0.0854,0.0406
8091385,0.7156,0.7116,1.302
8091402,0.7926,1.3233,1.3578
8091411,1.1889,0.8201,0.0285
8091422,0.5402,0.8857,0.6625
8091432,0.1654,-0.18,-0.2887
8091444,-0.0594,0.2391,0.2781
8091446,-1.6009,-0.881,-0.8195
8091452,0.0998,-0.2517,-0.0939
8091456,0.0341,0.0261,-0.053
8091458,0.0705,0.1373,0.0742
8091469,-0.0405,-0.0248,-0.0325
8091485,-0.0611,0.0398,0.0059
8091491,-0.0732,-0.1419,-0.1491
8091503,0.3715,0.3861,0.5856
8091511,0.6212,0.6257,0.4526
8091515,0.0195,-0.1012,-0.1369
8091523,0.8374,0.824,1.1671
8091530,-0.1485,0.0319,0.0237
8091537,-0.1902,-0.1416,-0.2144
8091546,-0.0298,-0.0758,-0.0387
8091550,-0.135,-0.2318,-0.3688
8091552,-0.095,-0.0946,-0.1312
8091554,0.1496,0.421,0.5097
8091556,-0.0391,0.0311,-0.0157
8091558,0.0098,-0.064,-0.0793
8091560,-0.0131,0.0844,0.0637
8091562,0.2109,0.2405,0.1598
8091588,-0.0766,-0.1177,-0.1801
8091595,0.0123,-0.1238,-0.1621
8091600,0.339,-0.2179,-0.0121
8091627,0.1818,-0.179,-0.2324
8091629,0.042,-0.0996,-0.2443
8091637,0.063,0.2577,0.168
8091648,0.4529,0.5444,0.4803
8091656,0.3001,-0.3409,-0.3182
8091658,0.0448,0.2492,0.309
8091676,0.0182,-0.0838,-0.0081
8091678,0.1526,-0.356,-0.0595
8091696,-0.0862,-0.0119,-0.0483
8091698,-0.0217,-0.0405,-0.0206
8091712,-0.0188,-0.0977,-0.0371
8091715,0.2711,0.0386,0.1525
8091723,0.754,0.4659,0.4239
8091731,-0.1007,-0.0855,-0.1114
8091733,-0.0332,-0.0057,-0.036
8091735,-0.0631,-0.0216,0.0426
8091737,0.3043,-0.0018,-0.0802
8091757,0.2342,0.3799,0.3185
8091764,-0.0447,-0.1908,-0.333
8091778,-0.216,-0.2219,-0.1504
8091780,0.0285,0.3157,0.2423
8091799,0.6067,-0.2507,-0.21
8091806,0.0882,-0.0308,-0.0827
8091809,-0.1211,0.1237,0.1353
8091811,-0.5307,-0.2092,-0.6639
8091861,0.0427,-1.4572,-1.3274
8091863,-0.1229,-0.0923,-0.2317
8091867,-0.0823,-0.2276,-0.3986
8091875,0.0724,0.0845,-0.0386
8091877,0.0391,-0.0132,-0.0891
8091879,0.088,0.0118,-0.0556
8091881,-0.0617,-0.0599,-0.0318
8091883,0.0001,-0.0364,-0.1103
8091885,0.0052,-0.0239,-0.0016
8091887,0.0051,-0.0965,-0.2433
8091910,0.0392,-0.1255,-0.1707
8091922,-0.1336,0.0683,-0.0262
8091941,0.1068,-0.3054,-0.1666
8091954,-0.2405,-0.609,-0.394
8091972,1.1414,0.0467,0.0786
8091991,0.5077,-0.2205,-0.1038
8091998,0.0766,0.1532,0.1213
8092000,0.4436,-0.3767,-0.3669
8092002,-0.0191,-0.0244,-0.0489
8092009,0.003,0.0873,0.0032
8092021,0.3304,-1.4287,-0.785
8092035,-0.0768,0.0218,-0.0447
8092053,-0.129,-0.1119,-0.1216
8092055,-0.1548,-0.0654,-0.0593
8092065,-0.1494,-0.0796,-0.1193
8092067,0.2076,0.5027,0.2177
8092073,0.2424,0.9834,0.5799
8092081,-1.2057,-0.0588,-0.0171
8092083,-1.3777,-0.0327,-0.0725
8092095,0.079,-0.5933,-0.5528
8092132,0.0707,-0.0698,-0.1213
8092134,-0.1133,-0.6514,-0.2644
8092162,0.0924,-0.2724,-0.2495
8092165,0.0008,-0.0795,-0.098
8092169,0.103,-0.3733,-0.1157
8092177,0.0442,-0.5293,-0.4819
8092183,-0.0631,-0.0395,-0.0992
8092185,0.0686,-0.0485,0.0396
8092187,-0.1119,0.0337,-0.0517
8092199,-0.0032,-0.04,-0.0773
8092201,0.0608,-0.2878,-0.2712
8092218,0.1,-0.0003,0.0312
8092220,0.1084,0.0634,0.1006
8092222,0.0026,-0.0415,-0.0849
8092224,-0.0683,0.1571,0.1094
8092226,0.0221,-0.0067,-0.0817
8092228,-0.0005,0.1776,0.154
8092230,0.0846,0.1062,0.0395
8092239,-0.0508,-0.0745,-0.0999
8092241,0.0024,-0.1202,-0.0648
8092251,0.5404,0.8104,0.7796
8092265,0.1701,-0.2052,-0.3375
8092275,0.0963,-0.0361,-0.0041
8092277,-0.0295,-0.0205,-0.0167
8092295,-0.0248,-0.0533,-0.1754
8092312,-0.0339,-0.1667,-0.2181
8092314,-0.191,-0.5097,-0.4529
8092321,-0.1212,-0.2681,-0.1815
8092328,0.0134,-0.4617,-0.3963
8092348,0.9176,1.1474,1.6764
8092358,0.088,0.116,0.0634
8092390,-0.1601,-0.0339,-0.0953
8092392,-0.0421,1.0565,0.9463
8092404,-0.0119,0.0069,-0.018
8092409,-0.0934,-0.0883,-0.065
8092418,0.2112,-0.2822,-0.108
8092455,-0.2446,-0.1652,-0.2114
8092457,-0.0601,0.1058,-0.0176
8092468,-0.1336,-0.1348,-0.1318
8092473,-0.4801,-1.0423,-0.6019
8092501,-0.0168,-0.0138,-0.0514
8092514,0.1869,0.101,0.0598
8092520,0.3326,-0.0715,-0.0848
8092523,0.3826,-0.862,-0.552
8092532,0.1984,-0.141,-0.2006
8092534,-0.6896,0.0524,-0.1725
8092541,0.2013,-0.7126,-0.5477
8092552,-0.3426,-0.4682,-0.5322
8092564,0.2165,0.2386,0.1007
8092578,0.116,0.481,0.2138
8092594,-0.0234,-0.0771,-0.0787
8092596,-0.1008,0.1284,-0.005
8092621,0.0384,-0.0138,0.1047
8092627,0.0302,0.0819,0.1366
8092638,-0.0171,0.0051,-0.1208
8092640,0.2816,0.5125,0.5135
8092654,0.2712,0.5143,0.4076
8092661,0.2723,0.8392,1.0332
8092682,-0.069,-0.2055,-0.8561
8092686,-0.0587,-0.0254,-0.0011
8092691,0.5035,1.2025,1.3072
8092702,-0.1105,-0.1219,-0.0526
8092705,-0.1045,-0.0552,-0.0971
8092707,0.4963,0.0329,-0.1888
8092724,-0.0548,-0.0141,-0.0501
8092726,1.3691,1.7931,1.4938
8092735,-0.1542,-0.1322,-0.196
8092741,-0.1553,0.1108,0.2258
8092748,-0.1555,-0.0737,-0.1904
8092750,0.0414,0.1229,0.0756
8092763,0.017,0.1323,0.1317
8092765,-0.3518,0.2477,-0.1233
8092769,-0.0779,-0.109,-0.1591
8092800,0.245,-0.675,-0.4997
8092834,0.1485,-0.2665,-0.3531
8092836,-0.1353,0.0068,0.0857
8092839,0.1484,0.1151,0.2418
8092845,-0.0412,-0.0013,0.0396
8092849,0.376,0.1046,-0.0059
8092883,-0.1665,-0.0149,0.1132
8092886,0.0068,-0.0581,-0.1185
8092888,0.2224,-0.185,-0.0741
8092905,-0.0862,-0.1558,-0.2981
8092922,0.019,-0.1923,-0.1562
8092931,0.1819,0.1326,0.2498
8092933,-0.0986,-0.2821,-0.2048
8092957,0.0175,0.1584,0.1481
8092959,-0.0111,-0.0918,-0.1965
8092968,0.0165,-0.104,-0.1807
8092970,0.0216,0.3119,-0.0311
8092978,2.0401,0.7096,0.892
8093013,0.056,0.1147,0.094
8093035,-0.0443,0.0078,0.0462
8093037,0.1751,-0.175,-0.0924
8093039,-0.0146,-0.398,-0.2748
8093053,0.5336,-0.1254,-0.0298
8093074,-0.0752,0.0204,-0.0229
8093086,-0.0656,0.0677,0.1304
8093096,0.0619,-0.0486,-0.1142
8093104,0.0267,0.1879,0.2606
8093110,-0.0554,0.0442,-0.0156
8093112,-0.2106,-0.0284,-0.1383
8093126,0.0393,-0.066,-0.2399
8093128,0.0593,0.1106,0.1479
8093130,0.0498,-0.1525,-0.134
8093137,-0.1248,0.0232,-0.062
8093141,-0.0655,-0.2141,-0.2428
8093145,0.2582,0.4822,0.5099
8093150,-0.0836,0.1723,0.2369
8093152,0.0983,-0.0839,-0.0046
8093156,0.0536,-0.2586,-0.26
8093166,-1.0076,-1.6242,-1.188
8093171,-0.914,-0.0632,-0.364
8093191,-0.0051,-0.3547,-0.1904
8093219,0.0611,-1.0133,-0.523
8093230,0.1041,0.4474,0.3635
8093256,0.0508,0.0132,-0.0689
8093258,0.3259,0.0965,0.0658
8093272,0.0125,-0.016,-0.0436
8093278,-0.2062,0.2438,0.5444
8093294,0.4255,0.5885,0.9516
8093298,0.1684,0.1715,0.2547
8093304,0.072,-0.0215,0.2034
8093314,-0.0697,0.0125,0.0148
8093320,-0.0405,-0.3397,-0.3858
8093330,-0.0821,-0.2031,-0.0454
8093332,-0.0722,0.105,-0.0709
8093336,-0.1049,-0.3512,-0.2805
8093343,-0.0156,-0.0882,-0.0808
8093360,-0.133,-0.0503,-0.12
8093386,-0.0632,-0.2216,-0.2168
8093398,0.0622,-0.2431,-0.1927
8093413,-0.1937,-0.1118,-0.0399
8093425,-0.1547,0.0761,0.1388
8093440,-0.0692,-0.0415,-0.1001
8093451,0.0629,-0.1518,-0.0048
8093453,-0.0273,-0.0523,-0.0999
8093456,-0.1443,0.1256,0.0906
8093462,0.1214,-0.1406,-0.1043
8093476,0.0632,-0.1218,-0.101
8093494,-0.0609,-0.4939,-0.3781
8093500,0.3366,0.4315,0.4419
8093518,-0.5659,-1.0035,-0.6709
8093539,0.1649,-0.2198,-0.1488
8093576,-0.0889,-0.2422,-0.1192
8093578,-0.1309,0.0518,0.05
8093590,-0.0482,0.0635,-0.0734
8093601,-0.1412,0.0534,0.0662
8093624,0.0508,0.1421,0.2486
8093643,0.03,0.0198,0.0969
8093665,-0.1053,-0.1035,-0.2119
8093683,-0.2058,-0.1005,-0.1494
8093685,0.142,-0.0498,-0.0256
8093756,-0.0533,-0.0237,-0.0226
8093764,-0.0179,0.1045,0.1248
8093792,-0.0141,-0.0212,-0.0655
8093807,-0.0093,-0.0224,0.0185
8093821,-0.6752,-0.2754,-0.3246
8093826,-0.0589,0.0673,0.0751
8093829,-0.0269,0.0631,0.0844
8093839,0.0387,0.1436,0.0148
8093852,0.0087,0.0305,0.0059
8093858,0.0013,0.1052,0.1118
8093872,-0.1108,-0.0825,-0.196
8093878,0.1215,0.2355,0.241
8093906,0.0827,0.5076,0.2994
8093916,-0.0577,-0.0517,0.0436
8093936,0.0103,0.0881,-0.0112
8093943,0.0327,-0.152,-0.2144
8093950,1.2032,1.6192,1.5504
8093957,-0.1024,-0.1041,-0.1581
8093961,-0.0527,-0.0965,0.0155
8093974,0.1434,0.0002,0.124
8093976,0.1595,-0.0243,0.077
8093991,-0.0403,0.0304,0.1208
8093993,-0.3154,-0.217,-0.2325
8093997,0.0116,0.3846,0.4889
8094026,0.1486,0.2412,0.3703
8094028,0.0961,0.4527,0.1361
8094030,0.0075,-0.0713,0.0254
8094032,0.032,0.2727,0.2179
8094056,0.3437,0.4848,0.5432
8094068,0.1691,0.1011,0.1997
8094070,-0.0344,-0.0147,-0.0418
8094086,-0.1817,-0.1692,-0.144
8094093,-0.0719,-0.0207,0.0293
8094101,0.1127,0.2386,0.41
8094116,0.0294,0.0475,0.0045
8094118,0.0294,0.0475,0.0045
8094120,0.0294,0.0475,0.0045
8094122,0.0305,0.051,0.006
8094124,0.0294,0.0475,0.0045
8094126,0.0294,0.0475,0.0045
8094128,0.0294,0.0475,0.0045
8094130,0.0278,0.0635,0.0206
8094132,0.0294,0.0475,0.0045
8094134,0.0793,0.0634,0.0537
8094136,0.0104,-0.1898,-0.2929
8094139,0.1785,0.0162,-0.0539
8094142,0.0622,0.0039,-0.004
8094144,-0.0811,0.0477,0.07
8094148,0.0657,-0.0767,-0.1925
8094154,-0.0866,-0.1379,-0.1123
8094156,-0.0232,-0.3786,-0.3419
8094163,-0.0515,-0.0521,-0.3195
8094165,-0.0478,-0.051,-0.1014
8094169,-0.227,0.0143,-0.0556
8094184,-0.0099,-0.1106,-0.1341
8094190,0.0721,-0.1272,-0.2126
8094226,-0.0835,-0.5549,-0.4201
8094228,-0.4922,-0.0453,0.0983
8094240,0.4337,1.3114,1.477
8094251,-0.1361,-0.2631,-0.1229
8094253,-0.0506,-0.2599,-0.2497
8094257,-0.1568,0.0439,-0.0844
8094259,0.81,0.3843,0.4841
8094271,-0.0745,-0.1296,-0.2279
8094278,0.6222,0.3185,0.1941
8094301,0.1984,-0.0171,-0.3151
8094340,-0.0023,-0.1773,-0.2225
8094342,0.0863,-0.2337,-0.2972
8094355,-0.0221,-0.0176,-0.0392
8094357,-0.1071,-0.0768,-0.1649
8094359,-0.0939,-0.072,0.0372
8094361,-0.7255,-1.8239,-1.2225
8094372,0.1034,0.5486,0.5355
8094378,0.0387,0.0849,0.1025
8094391,-0.1859,0.2136,0.3644
8094393,-0.0551,-0.1731,-0.1853
8094408,0.0973,-0.386,-0.3418
8094439,-0.0032,-0.2946,-0.2817
8094441,0.3551,-0.0188,-0.1834
8094456,-0.2557,-0.39,-0.4851
8094460,0.0149,0.1609,0.1458
8094476,0.4629,0.2208,0.2361
8094499,0.0538,-0.1179,-0.2584
8094501,0.0277,0.2885,0.1785
8094516,-0.0182,-0.006,-0.0977
8094518,-0.0159,-0.0432,-0.1298
8094520,0.5104,0.2569,0.0407
8094531,0.0002,-0.0749,-0.1594
8094533,-0.0547,0.5842,0.294
8094542,-0.0856,-0.613,-0.609
8094550,-0.1965,-0.7022,-0.5656
8094556,0.3489,0.0431,-0.065
8094574,0.0437,0.2019,0.2108
8094596,0.1342,0.1707,0.1038
8094599,-0.185,-0.3489,-0.308
8094609,0.1596,0.0647,0.1335
8094625,0.2391,1.4374,1.5218
8094638,0.3852,0.4818,0.4471
8094677,-0.0168,-0.1168,-0.1787
8094679,-0.2927,-0.3541,-0.3135
8094686,-0.0833,-0.112,-0.1714
8094688,-0.0673,-0.7043,-0.5031
8094701,-0.041,0.0597,0.0045
8094704,-0.0182,-0.2825,-0.328
8094717,0.2025,-0.1339,-0.0811
8094719,0.1718,0.2203,0.196
8094739,0.0986,-0.1035,-0.0987
8094741,0.0523,0.0573,0.1467
8094743,-0.024,1.3707,1.1255
8094751,-0.0678,0.0011,-0.0692
8094759,0.237,-0.4159,-0.3688
8094772,0.0179,-0.0286,-0.0215
8094774,0.0268,-0.0674,-0.1267
8094776,0.0858,-0.0408,-0.1071
8094778,0.0126,0.3018,0.2537
8094789,0.1973,0.3978,0.1781
8094830,-0.0237,-0.1486,-0.176
8094843,-0.0018,-0.0401,-0.1078
8094848,0.082,-0.2229,-0.1479
8094870,-0.4444,0.1809,-0.0567
8094872,-0.0562,-0.0061,-0.0455
8094874,-0.0321,-0.0234,0.056
8094876,0.0132,-0.4461,-0.4164
8094897,0.0711,-0.0051,-0.134
8094899,-0.0224,-0.0165,-0.0504
8094901,-0.109,-0.0477,-0.0593
8094911,0.462,0.6225,0.5918
8094936,0.0094,-0.3963,-0.2687
8094938,-0.436,-1.1773,-0.8492
8094946,-0.07,-0.0434,-0.0912
8094948,-0.0779,-0.1191,-0.2041
8094960,-0.0692,-0.0446,-0.0509
8094968,0.0356,-0.1037,-0.0668
8094974,-0.0807,-0.3339,-0.2578
8094986,-0.0735,-0.1342,-0.1451
8094988,0.091,-2.4222,-1.4455
8095005,0.0582,0.1122,0.0509
8095009,-0.23,-0.3897,-0.3163
8095021,0.283,0.0163,0.0937
8095035,0.0374,-0.0026,-0.0767
8095037,-0.0466,0.0174,-0.0735
8095043,-0.0313,0.0749,0.0688
8095048,-0.0624,-0.1209,-0.2042
8095072,-0.0414,0.0959,0.1627
8095074,0.0028,0.0214,0.0104
8095078,-0.0927,-0.0658,-0.0987
8095080,0.3027,0.8918,0.8902
8095110,0.3183,0.7483,0.3437
8095135,-0.0417,-0.034,-0.1705
8095137,0.0016,-0.0384,-0.0441
8095139,0.5422,0.8882,0.5206
8095148,0.617,0.6544,0.4073
8095159,0.3759,0.5488,0.5398
8095161,0.0329,-0.0769,-0.1068
8095163,0.1534,-0.3902,-0.3539
8095185,-0.0449,-0.38,-0.2957
8095187,0.4485,0.6097,0.4888
8095214,0.2275,-0.0551,0.0005
8095216,-0.454,-0.521,-0.5145
8095221,0.0521,0.2336,-0.0121
8095230,0.2943,0.2916,0.1114
8095246,0.1253,0.043,-0.0879
8095251,0.0451,-0.1396,-0.0967
8095260,0.0156,0.2004,0.2818
8095262,0.0326,0.0924,-0.0189
8095269,0.1729,-0.0488,-0.1128
8095295,-0.0055,0.0326,0.0079
8095297,-0.0754,-0.0339,-0.0804
8095299,-0.2293,0.1366,0.1223
8095301,0.0522,-0.0724,-0.1891
8095303,0.0841,0.2523,-0.0286
8095331,-0.0205,-0.0632,-0.1212
8095333,0.0965,0.114,0.1543
8095335,-0.0542,-0.0364,-0.0982
8095337,-0.0261,-0.0161,-0.0888
8095339,-0.0089,-0.1344,-0.1891
8095341,0.5893,0.6394,0.7779
8095343,-0.6321,0.9261,0.4791
8095356,0.1173,0.1558,0.1439
8095358,-0.0079,0.0622,0.0321
8095360,0.0091,-0.0418,-0.1291
8095362,-0.6137,-0.7256,-0.4615
8095364,-0.0574,-0.0668,-0.0972
8095376,-0.6441,-0.7509,-0.4583
8095380,-0.0547,-0.0629,-0.096
8095390,-0.125,-0.8858,-0.9652
8095395,-0.1238,-0.1999,-0.2355
8095402,-0.8718,-2.7016,-2.1882
8095404,-0.0061,-0.0304,-0.115
8095412,0.0027,-0.0698,-0.0604
8095422,0.0685,0.0135,-0.1008
8095430,-0.0181,0.0079,-0.0235
8095435,-0.0878,-0.0316,-0.0616
8095441,-0.0136,-0.0712,-0.1482
8095451,0.0631,-0.0511,-0.1277
8095456,0.1332,0.0885,0.201
8095467,-0.9139,1.4337,0.7998
8095477,-0.0354,-0.1212,-0.2632
8095484,-0.0746,-0.0862,-0.0561
8095488,0.0002,-0.0668,-0.1116
8095491,-0.0874,-0.0728,-0.1294
8095500,-0.0682,-0.1358,-0.1294
8095504,0.0872,-0.0828,-0.1169
8095508,-0.0405,-0.0821,-0.0713
8095519,-0.0357,0.0095,-0.0088
8095535,-0.1467,-0.1443,-0.2841
8095539,0.0633,0.2799,0.1227
8095543,0.0393,0.0096,-0.0547
8095545,0.069,-0.1011,0.0483
8095562,-0.0978,-0.0008,-0.1275
8095564,-0.0362,-0.0703,-0.1266
8095566,0.1275,-0.1293,-0.3071
8095574,-0.1447,-0.0328,0.0484
8095585,0.3207,-1.4741,-0.9525
8095616,0.0269,0.0722,0.0232
8095624,-0.0828,-0.1231,-0.1908
8095626,0.398,0.1575,-0.0978
8095628,-0.0455,-0.0727,-0.1108
8095646,-0.0504,-0.0267,-0.0801
8095663,-0.0491,-0.0947,-0.1638
8095680,2.0718,2.3575,2.4656
8095688,0.8445,1.0151,1.611
8095694,-0.0476,0.0906,0.1853
8095697,1.5708,2.8158,2.8474
8095703,0.099,-0.0218,-0.1082
8095705,0.0599,0.0598,-0.0375
8095723,0.0028,0.0176,-0.1093
8095728,-0.2329,0.6127,0.3202
8095736,0.4115,1.4279,0.8321
8095744,0.5843,1.6591,0.9832
8095751,0.7163,-0.1529,-0.0213
8095758,-0.0747,-0.1395,-0.2084
8095760,-0.2307,-0.1988,-0.1755
8095767,-0.0567,0.0038,-0.0191
8095773,0.1857,0.181,0.1061
8095800,0.1617,0.1315,0.2044
8095802,0.0864,-0.0941,-0.084
8095806,0.2916,0.9003,0.672
8095819,-0.768,-0.84,-0.8188
8095826,-1.364,-1.1321,-0.9576
8095832,-0.0475,-0.1711,-0.3101
8095834,-0.1659,-0.504,-0.3161
8095854,-0.0996,-0.3459,-0.3012
8095868,-0.1206,-0.0634,-0.124
8095870,0.1692,0.0835,0.0365
8095886,-0.6758,1.6909,1.3177
8095894,0.2581,-0.2147,-0.2628
8095907,-0.2238,-0.0735,-0.3922
8095986,1.0871,0.7291,0.4811
8096002,-0.058,-0.0548,-0.087
8096004,-0.0499,-0.4904,-0.445
8096025,-0.0983,0.1807,0.2809
8096027,0.0233,0.0073,-0.0547
8096030,-0.0156,-0.043,-0.1921
8096032,0.1295,0.4545,0.3049
8096050,0.0077,0.0918,0.2174
8096061,-0.0903,-0.042,-0.1437
8096070,-0.7699,-2.7317,-1.905
8096075,-0.0219,-0.0704,-0.09
8096077,-0.0145,0.018,0.0323
8096079,-0.0485,0.1824,0.2972
8096081,0.1403,0.0901,-0.0859
8096091,0.0138,-0.2012,-0.2199
8096098,0.1068,-0.2864,-0.411
8096109,-0.024,-0.2523,-0.2345
8096116,-0.7993,-0.7178,-0.7695
8096130,-0.3505,-0.4594,-0.3338
8096147,-0.0262,0.0074,-0.0109
8096158,-0.201,0.1482,0.2121
8096160,0.0231,0.6096,0.5781
8096176,0.8805,1.2149,1.2672
8096224,-0.2216,-0.2338,-0.198
8096249,-0.1393,-0.1059,-0.2378
8096251,-0.2857,-0.3766,-0.3499
8096265,0.0047,-0.1612,-0.2217
8096274,-0.0039,-0.0676,-0.0486
8096281,0.0148,-0.2006,-0.1845
8096290,0.0398,-0.0576,-0.1096
8096296,-0.0719,-0.0084,-0.1634
8096301,1.1624,1.8221,1.7014
8096312,-0.0918,-0.0691,-0.1555
8096314,0.1055,0.4154,0.4121
8096331,0.066,0.1861,0.1849
8096333,-0.0377,0.055,0.0201
8096335,-0.0037,-0.0191,0.0544
8096361,-0.0972,0.2888,0.2447
8096385,-0.1254,-0.4821,-0.4264
8096411,0.0153,-0.2128,-0.1971
8096413,0.0898,0.0194,-0.1046
8096415,0.3611,1.1608,1.2064
