probe,fc_CD_ileum,fc_UC_colon,fc_CD_colon
7959535,-0.1386,-0.2275,-0.1584
7959549,-0.0381,-0.1852,-0.2157
7959563,-0.0535,-0.0374,-0.0733
7959572,-0.0026,0.0402,0.1326
7959574,0.0622,-0.0349,0.0001
7959586,-0.0103,-0.0406,-0.0114
7959597,0.1894,0.1183,0.0422
7959604,0.0529,0.1802,0.1125
7959621,-0.1636,0.1315,0.1499
7959623,0.1845,-0.0795,-0.1178
7959638,0.3305,0.1514,0.157
7959657,-0.156,-0.3199,-0.2764
7959681,-0.06,-0.1128,-0.0776
7959696,-0.087,-0.0947,-0.1307
7959751,-0.3113,-0.1653,-0.2384
7959761,-0.1646,-0.8005,-0.725
7959772,-0.0137,0.1306,0.0145
7959775,-0.1051,0.0199,-0.0188
7959777,-0.0015,-0.1263,-0.0771
7959786,0.1263,-0.0287,0.0309
7959807,0.0627,-0.0448,-0.055
7959818,-0.0181,0.0084,0.0398
7959823,-0.0098,-0.0974,-0.0983
7959825,-0.1549,-0.1365,-0.1304
7959827,-0.0355,-0.0348,-0.1006
7959834,0.6224,0.9937,1.2379
7959848,-0.0557,0.0239,0.0002
7959850,0.0063,0.144,0.0828
7959856,-0.0112,-0.0796,-0.1296
7959880,0.0024,-0.061,-0.1047
7959882,0.2238,0.2198,0.0637
7959891,-0.0754,-0.0259,-0.1072
7959893,-0.1721,0.0057,-0.0387
7959921,-0.1504,-0.1148,-0.0991
7959925,-0.0487,0.0753,0.0461
7959927,-0.0023,0.0273,0.0141
7959946,-0.1218,0.0089,0.0412
7959957,-0.1378,0.0916,0.0594
7959986,-0.0073,0.0908,-0.0416
7959995,0.0348,0.1839,0.1959
7960052,-0.2999,0.4958,0.5102
7960054,0.05,0.0593,0.0705
7960068,0.0648,0.0063,-0.0664
7960088,-0.0669,0.0035,-0.0191
7960099,-0.1193,-0.0631,-0.0529
7960117,-0.8362,-0.9913,-0.8699
7960124,0.0624,-0.0261,-0.0906
7960131,0.092,0.0563,0.0707
7960134,-0.1026,-0.1015,-0.2268
7960143,0.0352,-0.1652,-0.1221
7960150,-0.0242,-0.274,-0.2916
7960158,0.0392,0.0399,0.0003
7960165,-0.0089,0.0196,0.0638
7960172,0.0059,-0.034,-0.0752
7960177,0.0698,-0.3329,-0.2149
7960201,-0.1813,0.0348,-0.0072
7960221,-0.008,-0.0245,-0.0508
7960253,0.0372,0.0073,-0.0273
7960259,-0.0178,-0.1248,-0.1716
7960261,0.0764,-0.4664,-0.2079
7960280,-0.1291,-0.1956,-0.1574
7960283,-0.0406,-0.0819,-0.0948
7960320,-0.215,-0.1945,-0.2111
7960331,-0.0254,0.2159,0.1877
7960338,-0.2679,0.0763,0.1552
7960340,0.6993,0.5651,0.5429
7960355,-0.0724,-0.0122,-0.0847
7960357,0.0778,-0.1407,-0.1327
7960359,0.04,0.1636,-0.1603
7960362,0.0365,-0.4472,-0.2262
7960365,0.017,-0.4003,-0.1689
7960370,0.0254,-0.4127,-0.1724
7960381,-0.5693,-0.5161,-0.3333
7960383,0.2947,-0.0162,-0.0199
7960397,-0.085,0.0266,-0.025
7960407,-0.0342,0.073,0.0643
7960411,0.2668,0.0092,-0.0289
7960427,-0.0796,-0.2483,-0.2548
7960434,-0.0224,-0.1034,-0.1474
7960436,-0.1074,-0.2221,-0.1579
7960438,0.2878,0.4151,0.4926
7960464,1.086,1.6889,2.1755
7960512,-0.0991,-0.0697,-0.0853
7960514,-0.0026,-0.1557,-0.2584
7960516,-0.0807,-0.2957,-0.3234
7960518,-0.2701,0.1377,0.1599
7960529,0.4005,-0.5172,-0.2092
7960544,-0.103,0.3806,0.4829
7960553,0.1574,-0.0382,-0.1226
7960559,0.0887,0.225,0.27
7960575,0.3078,0.406,0.2105
7960594,0.0424,0.2841,0.2275
7960635,-0.2418,0.0526,0.1193
7960637,-0.4439,-0.2205,-0.1809
7960642,-0.3849,-0.1721,-0.1672
7960654,-0.1447,-0.3586,-0.2678
7960666,-0.1456,-0.1076,-0.1123
7960682,-0.1336,-0.0896,-0.1039
7960689,-0.1623,-0.1185,-0.1865
7960700,-0.0601,-0.085,-0.1216
7960702,-0.138,0.2078,0.1411
7960709,-0.0727,-0.0721,0.0072
7960716,-0.0001,-0.3178,-0.3956
7960728,-0.0782,-0.3681,-0.3762
7960730,-0.4947,-0.9524,-0.8079
7960744,0.8347,1.5407,1.8819
7960757,0.1572,0.3185,0.3568
7960764,0.1194,0.4507,0.4919
7960771,-0.2438,-0.2791,-0.5811
7960794,0.2083,0.7211,0.9463
7960813,-0.0462,-0.0628,-0.1653
7960815,-0.0649,-0.1605,-0.1754
7960817,-0.0058,-0.0341,-0.0665
7960819,-0.2628,-0.1364,-0.2395
7960821,-0.4099,0.241,0.7902
7960828,-0.111,-0.0322,-0.0955
7960832,-0.0313,-0.0338,-0.0339
7960846,-0.0285,-0.0057,-0.0859
7960848,-0.0307,-0.0661,-0.1356
7960850,0.2802,0.8514,0.9826
7960861,0.0004,-0.0633,-0.1948
7960863,-0.1587,0.135,0.1675
7960865,0.7871,1.7316,1.8923
7960874,0.6252,0.7687,1.0508
7960878,-0.1271,0.0104,-0.1026
7960881,-0.0246,0.0409,0.0913
7960889,0.0447,-0.0061,0.1913
7960894,-0.0222,-0.0314,-0.0918
7960896,-0.0319,0.0064,-0.0584
7960898,-0.0075,-0.0146,-0.1094
7960900,0.6952,0.9638,1.418
7960910,-0.403,0.3516,0.0861
7960919,-0.4369,0.2184,-0.3524
7960933,0.0006,0.0283,0.0032
7960942,-0.0507,-0.0503,-0.0798
7960947,0.7376,1.0397,1.0736
7960984,0.0613,0.1343,0.1288
7961022,0.0917,-0.0147,-0.0631
7961024,-0.0263,0.0833,0.0588
7961026,-0.4981,0.542,0.6304
7961031,-0.0001,0.1613,0.2492
7961059,-0.1133,0.2057,0.025
7961067,-0.0559,-0.1014,-0.085
7961069,-0.3172,0.2754,0.1767
7961075,0.3592,1.3454,1.2533
7961083,0.4494,0.5347,0.626
7961091,0.0205,-0.001,-0.0912
7961097,-0.1262,0.1267,0.0712
7961102,0.0103,-0.0796,-0.102
7961111,0.4385,0.761,0.8869
7961120,0.5194,0.7255,0.8437
7961142,0.3772,0.5699,0.2886
7961151,-0.1782,-0.0998,-0.1494
7961166,-0.2146,-0.3427,-0.4337
7961173,-0.3111,-0.5026,-0.3147
7961175,-0.1358,-0.5312,-0.4832
7961182,-0.0383,-0.3176,-0.2996
7961187,0.0302,-0.21,-0.1699
7961198,0.2114,-0.1001,0.002
7961208,0.1797,0.2178,0.1653
7961215,-0.4267,-0.4426,-0.2334
7961230,0.3901,0.3064,0.2564
7961239,0.0001,-0.1085,-0.1786
7961243,-0.0608,0.0481,0.0241
7961245,-0.0375,-0.1071,-0.2128
7961249,0.1458,-0.0426,-0.0503
7961252,0.0806,-0.0492,0.0613
7961259,-0.0983,-0.0286,0.0029
7961269,-0.0795,-0.1511,-0.1758
7961275,0.0675,0.0131,0.0715
7961279,0.0942,-0.0673,-0.0856
7961281,0.05,0.0817,0.1881
7961285,0.0523,-0.1395,-0.1737
7961287,0.0685,-0.1068,-0.1318
7961291,-0.0762,0.1112,0.1456
7961293,0.2331,-0.0605,-0.1053
7961295,-0.0586,-0.0725,-0.2888
7961298,0.0896,-0.0548,-0.1634
7961300,-0.105,-0.185,-0.1713
7961306,-0.0252,-0.0316,-0.0642
7961320,-0.0015,-0.0098,-0.0328
7961339,-0.1889,-0.6493,-0.5445
7961363,-0.2457,0.2611,0.3155
7961365,0.3579,-0.3308,-0.2624
7961371,-0.2314,-0.5694,-0.5832
7961381,0.0622,0.1105,0.059
7961386,0.0463,-0.1241,-0.1686
7961390,-0.8892,-0.6212,-0.4402
7961399,0.0121,0.0025,-0.0579
7961413,0.4664,-1.6121,-1.8857
7961418,0.1671,-0.1294,0.1674
7961420,-0.0111,-0.2525,-0.2093
7961422,0.0655,0.1879,0.0753
7961438,0.0062,0.0053,-0.0871
7961440,0.4143,0.1271,-0.059
7961453,0.0838,0.1194,0.2435
7961455,-0.5005,-0.7976,-0.6728
7961483,-0.0699,-0.2478,-0.183
7961489,-0.0143,-0.1585,-0.2494
7961503,-0.012,0.0355,-0.089
7961507,0.0994,0.0004,-0.0598
7961514,0.6504,1.57,1.864
7961524,-0.0114,0.2028,0.1161
7961532,-0.0292,1.2817,1.0692
7961540,0.087,0.5654,0.4649
7961546,-0.1806,-0.5743,-0.6725
7961569,-0.1438,-0.31,-0.4556
7961571,0.009,-0.0592,-0.1602
7961580,-0.0506,-0.1844,-0.5975
7961593,-0.0781,-0.0607,-0.0696
7961595,-0.2851,-0.0178,-0.1161
7961602,0.0892,-0.0385,-0.0523
7961604,0.0133,-0.1124,-0.0966
7961622,0.0022,-0.0054,-0.0531
7961624,-0.0541,-0.0607,-0.1184
7961626,0.0227,0.0418,-0.0274
7961652,-0.0504,-0.0374,0.0111
7961654,0.3191,0.7127,0.6516
7961673,0.0104,0.0784,0.0108
7961693,0.2478,0.7173,0.4273
7961702,0.0695,0.4435,0.4872
7961710,0.3386,0.8904,1.0081
7961755,0.0116,0.2364,0.1711
7961757,-0.0112,0.3438,0.2493
7961767,0.0463,-0.7328,-0.4747
7961798,-0.2492,0.4405,0.3379
7961820,-0.0871,-0.0313,-0.0174
7961829,0.3666,0.5543,0.6268
7961844,-0.0209,0.0596,-0.0357
7961865,0.093,-0.3108,-0.4054
7961873,-0.1604,-0.1883,-0.2345
7961875,0.0794,0.054,-0.0311
7961887,0.2918,0.2521,0.2055
7961889,-0.0409,-0.1691,-0.2338
7961891,-0.0187,-0.004,-0.2926
7961900,0.1142,0.3308,0.2113
7961960,0.0374,0.0637,-0.0088
7961962,-0.0718,-0.0283,0.061
7961964,0.2317,0.1556,0.0381
7961983,-0.1132,-0.0882,-0.2245
7961998,-0.1542,-0.0821,-0.1315
7962000,0.217,0.2896,0.512
7962013,0.0294,0.1718,0.079
7962029,-0.012,0.0089,-0.0127
7962058,0.6881,1.1489,1.1897
7962083,-0.2474,-0.7116,-0.6144
7962085,0.0559,-0.2385,-0.2321
7962112,-0.0123,0.0089,-0.016
7962137,0.0995,0.1864,0.1455
7962139,-0.4193,0.2221,0.2365
7962146,-0.1776,0.0394,-0.1019
7962151,-0.5092,-0.0171,-0.2125
7962181,-0.0898,0.0748,0.036
7962183,0.1036,0.1312,-0.2376
7962185,0.0029,0.1676,-0.0512
7962194,0.1224,0.1946,0.1914
7962197,-0.2956,0.2155,0.0687
7962199,-0.1175,-0.0844,-0.1124
7962201,-0.0125,0.0088,-0.0909
7962203,0.08,0.0655,0.0213
7962212,0.4447,-0.4024,-0.2419
7962226,0.1251,-0.0125,-0.0155
7962236,-0.0259,0.2065,0.1018
7962238,-0.1222,-0.0187,-0.0501
7962240,0.0319,0.0239,0.0613
7962242,-0.1058,-0.023,-0.0614
7962246,-0.1161,-0.0781,-0.1579
7962248,-0.0917,-0.0648,-0.2422
7962250,0.2677,-0.2746,0.0906
7962274,0.0288,-0.3737,-0.42
7962312,0.0077,0.6331,0.6162
7962325,0.1613,-0.0369,-0.0897
7962327,-0.0554,-0.3483,-0.379
7962341,0.33,-0.0328,-0.1474
7962343,0.0621,0.0032,-0.047
7962345,0.1262,0.1261,0.0389
7962347,0.0151,-0.1904,-0.2124
7962349,-0.204,-0.011,-0.1152
7962358,-0.0761,-0.0212,-0.0925
7962367,0.159,0.0073,-0.0474
7962375,0.0579,0.2544,0.2872
7962384,-0.04,-0.0563,-0.1134
7962427,0.3758,-0.0172,-0.1667
7962441,0.2182,-0.2267,-0.2008
7962455,-1.0405,-0.2277,-0.1826
7962479,-0.2345,-0.2449,-0.2511
7962481,-0.03,-0.0571,-0.122
7962487,0.1945,0.1901,0.1309
7962489,0.0185,0.0036,-0.1616
7962499,0.1259,0.0618,0.0957
7962516,0.252,-0.1076,0.0484
7962537,0.1369,0.5144,0.5899
7962557,0.0466,0.045,0.0798
7962559,-0.4932,-2.6005,-2.1394
7962579,-0.091,0.1902,0.1149
7962588,-0.0465,-0.1359,-0.1099
7962590,0.1396,-0.0632,-0.1922
7962608,-0.0242,-0.0896,-0.107
7962623,-0.1101,-0.0385,-0.095
7962625,0.1929,0.2439,0.1801
7962659,0.232,0.5204,0.5305
7962689,-0.305,-0.7376,-0.7198
7962703,-0.0961,0.0151,0.0164
7962760,0.0595,-0.0692,-0.2891
7962783,-0.0669,-0.3298,-0.3095
7962792,-0.1638,-0.0555,-0.0607
7962794,-0.1862,0.0749,0.0319
7962804,-0.0362,-0.141,-0.2278
7962811,0.0388,0.025,0.0062
7962827,0.2177,0.1967,0.2759
7962829,-0.0404,0.1077,0.1134
7962831,-0.0327,-0.0056,-0.1243
7962842,-0.2825,-0.687,-0.4696
7962869,0.11,-0.0601,-0.1242
7962884,0.6003,1.0378,0.6511
7962893,-0.0266,0.5354,0.5763
7962895,0.8183,1.111,1.1896
7962904,0.0961,-0.458,-0.3169
7962916,-0.0295,-0.167,-0.1733
7962918,-0.0607,0.0558,0.1048
7962930,-0.1079,-0.0034,-0.0445
7962935,0.0883,-0.0626,-0.1183
7962951,-0.0286,0.1796,0.1994
7963009,-0.0048,0.085,-0.0071
7963020,-0.0767,0.0414,0.0509
7963024,-0.2866,-0.0072,0.0732
7963046,0.1593,0.1753,0.1002
7963052,-0.2418,0.145,0.1495
7963054,0.3699,0.8468,0.7787
7963061,-0.074,-0.1097,-0.0411
7963064,0.021,-0.1128,-0.0992
7963084,-0.1139,-0.1111,-0.1122
7963092,0.0832,0.8738,0.8844
7963121,-0.0279,0.0596,0.0861
7963134,0.0324,0.0888,0.1244
7963137,-0.0973,-0.0405,0.0689
7963139,-0.0686,0.0764,0.0537
7963142,-0.042,0.873,0.6175
7963157,0.5166,0.2448,0.0553
7963174,-0.1368,0.3198,0.2225
7963187,-0.1217,-0.5313,-0.3705
7963201,0.0328,-0.1115,-0.1436
7963203,-0.063,-0.0687,-0.2411
7963206,0.0471,-0.142,-0.2542
7963208,-0.0427,0.0656,-0.1031
7963210,-0.0768,-0.0534,-0.0069
7963212,0.288,0.009,0.1371
7963233,0.0521,-0.0503,-0.0678
7963235,0.1779,0.0392,-0.0373
7963244,0.1959,-0.1174,-0.0757
7963261,0.1273,-0.1628,-0.1506
7963263,0.2778,-0.0108,0.1443
7963265,-0.1802,0.1152,0.1293
7963280,0.4412,-0.1744,-0.2393
7963289,0.2526,0.7548,0.9222
7963304,-0.1113,-0.0316,-0.0423
7963313,-0.4137,0.5224,0.3101
7963328,0.1604,0.1408,0.1471
7963333,-0.0793,0.1262,0.0002
7963348,-0.0991,-0.1371,-0.1911
7963353,-0.2367,-0.2107,-0.136
7963359,-0.0714,-0.1502,-0.0792
7963366,-0.0757,-0.0166,-0.123
7963375,-0.1006,-0.1969,-0.2884
7963386,-0.025,-0.0364,-0.0588
7963396,-0.0788,-0.1067,-0.2025
7963406,0.263,0.7595,0.4397
7963410,0.3541,0.8504,0.4971
7963421,0.0373,0.3853,0.1222
7963427,0.0753,0.0364,0.0515
7963438,-0.0971,-0.0629,0.0048
7963448,-0.01,-0.2016,-0.1652
7963459,0.0679,-0.0675,-0.0515
7963471,0.0345,0.0051,-0.0661
7963479,0.0783,0.0593,0.0256
7963491,-0.0662,-0.047,-0.0984
7963502,-0.0925,-0.0667,-0.0298
7963513,0.0165,0.0159,-0.0686
7963523,-0.0095,-0.0906,-0.0403
7963534,0.0141,0.026,-0.022
7963545,-0.1085,-0.1573,-0.1949
7963555,-0.0193,-0.0516,-0.0569
7963567,0.0354,-0.1574,-0.0453
7963575,-0.1471,0.0303,-0.1132
7963577,-0.078,0.1755,0.0613
7963588,0.0335,-0.086,-0.1304
7963590,-0.081,-0.1099,0.076
7963614,-0.053,0.3963,0.2656
7963631,0.1629,0.2679,0.0596
7963646,0.0373,0.1393,0.1323
7963664,-0.1053,-0.0449,-0.0394
7963670,0.2364,0.4286,0.5782
7963689,0.0132,0.1841,0.2462
7963696,0.0561,0.0206,0.103
7963698,-0.0566,-0.0473,-0.0748
7963713,-0.0451,-0.0508,-0.0499
7963721,-0.1719,-0.0635,0.0
7963739,0.0829,-0.03,-0.1118
7963741,-0.0872,-0.2435,-0.204
7963750,0.2192,-0.2243,-0.2726
7963758,-0.0074,0.0607,0.0991
7963760,0.1423,0.3631,0.4761
7963768,-0.0316,0.0041,-0.063
7963770,0.3837,0.678,0.8938
7963774,0.1874,0.2243,0.2392
7963786,0.9137,1.9318,2.0749
7963817,0.0916,0.1549,-0.0606
7963826,-0.1525,-0.0125,0.0289
7963837,-0.0502,-0.0608,-0.161
7963845,-0.018,-0.1154,-0.1392
7963851,-0.2241,0.4786,0.3257
7963863,-0.0441,0.0236,0.0039
7963865,-0.0207,0.1133,0.0316
7963869,0.1471,0.4389,0.3284
7963878,-0.0049,-0.1082,-0.228
7963880,-0.0692,0.1607,0.2559
7963911,0.4073,0.2336,0.1935
7963923,0.0035,0.0432,-0.0245
7963935,-0.182,-0.0783,-0.1608
7963946,0.3584,0.8241,0.7554
7963965,-0.0681,-0.0602,0.0903
7963970,-0.1446,-0.2155,-0.2922
7963986,0.5735,0.578,0.6332
7963988,-0.0772,-0.0468,-0.0349
7964021,-0.0973,0.1627,0.0322
7964033,0.0021,0.058,-0.0404
7964064,-0.0053,-0.344,-0.2975
7964076,0.1249,0.5637,0.5201
7964089,0.0062,0.0011,0.1509
7964119,0.3389,0.7451,0.9591
7964142,-0.0112,-0.0813,0.0172
7964145,0.2379,0.2485,0.1016
7964177,-0.2111,-0.1192,-0.1405
7964183,-0.1085,-0.0137,-0.0933
7964203,-0.0701,0.0331,0.1255
7964234,0.0189,-0.3546,-0.246
7964246,-0.1441,-0.0421,0.1905
7964248,0.0274,-0.2989,-0.092
7964250,0.2407,-0.1701,-0.2313
7964260,0.0437,0.1355,0.1589
7964262,0.0375,-0.005,0.0021
7964271,0.1992,-0.1264,-0.2318
7964285,-0.1185,-0.1187,-0.1833
7964292,-0.0452,-0.0247,-0.0001
7964300,-0.1034,-0.0157,-0.1226
7964303,-0.0829,-0.0764,-0.0773
7964316,-0.6667,-1.0773,-0.6065
7964347,0.1987,0.1896,0.1119
7964360,-0.2997,-0.0687,-0.0014
7964388,-0.0007,0.065,0.1246
7964400,0.0375,0.0119,0.0637
7964413,-0.3424,-0.1919,-0.0981
7964436,-0.045,0.6159,0.7337
7964460,-0.2428,-0.0705,-0.0355
7964466,0.041,-0.284,-0.2793
7964484,-0.1637,-0.0143,0.0237
7964499,-0.052,0.2504,0.313
7964522,0.1552,0.2386,0.0
7964535,0.2624,0.2374,0.3387
7964548,0.1802,0.0601,-0.1685
7964555,-0.1878,-0.9923,-0.7765
7964575,0.0787,-0.1087,-0.1586
7964577,-0.0578,-0.801,-0.5858
7964579,-0.2704,-0.449,-0.2792
7964592,-0.093,-0.0614,-0.1117
7964594,0.048,0.0641,0.0786
7964596,-0.2532,0.0074,0.0205
7964598,-0.0149,-0.1319,-0.1473
7964602,0.4372,-0.2077,-0.0915
7964625,0.0439,-0.0819,-0.1337
7964627,0.032,-0.0302,-0.0923
7964629,-0.0433,0.1431,0.1143
7964631,-0.173,-0.2527,-0.3455
7964640,0.101,-0.0614,-0.2197
7964642,0.0305,0.0514,0.0509
7964646,0.3457,0.2196,0.1651
7964658,-0.1174,0.4185,0.4586
7964660,0.024,0.3098,0.4909
7964665,0.0943,0.0105,-0.0076
7964675,-0.0291,-0.1458,-0.0626
7964677,-0.0803,-0.0307,-0.1169
7964685,-0.0351,-0.0467,-0.1
7964687,0.0556,-0.1765,-0.1587
7964699,-0.0976,-0.0189,0.0164
7964701,0.1078,0.2026,0.2923
7964718,-0.0254,0.0938,0.057
7964720,-0.0044,-0.1123,-0.1855
7964722,-0.0343,-0.1065,-0.1099
7964733,-0.0179,-0.0336,-0.0265
7964736,0.0455,-0.0816,-0.1684
7964739,0.0277,-0.0526,-0.0927
7964745,0.0788,-0.1278,-0.0935
7964757,0.7224,1.2467,1.1511
7964759,-0.0941,-0.1683,-0.0755
7964785,0.0403,-0.0227,-0.0566
7964787,0.7602,0.7009,0.983
7964795,0.1745,0.1833,0.1207
7964803,0.5161,0.3955,0.6321
7964810,0.0517,0.0329,0.1346
7964828,0.0967,0.0293,0.0171
7964830,-0.0699,0.108,-0.0339
7964832,0.0545,-0.4655,-0.2811
7964834,0.6852,-0.6876,-0.8751
7964846,-0.077,-0.0952,-0.0856
7964852,-0.0145,-0.087,-0.1376
7964868,-0.0506,-0.0282,-0.0802
7964870,-0.1074,-0.0489,-0.0886
7964872,0.2748,-0.214,-0.2705
7964907,-0.6116,-1.4647,-1.2581
7964927,-0.0171,-0.1039,0.0153
7964937,0.0531,-0.0537,0.0711
7964976,0.0265,-0.0704,-0.0784
7964979,0.0242,-0.0319,-0.1112
7964981,-0.0244,-0.0627,-0.1248
7964983,0.0257,-0.0903,-0.213
7964985,0.0579,-0.0459,-0.0666
7964987,-0.0665,-0.0803,-0.064
7964997,0.2166,-0.2561,-0.2209
7965022,0.0261,-0.0696,-0.1477
7965036,-0.0083,0.0464,-0.0045
7965038,-0.0411,-0.0616,-0.0123
7965040,0.797,1.8199,1.4643
7965048,0.2294,0.7133,0.6245
7965060,0.0555,-0.0541,-0.0691
7965064,-0.321,0.735,0.7368
7965090,0.0451,0.4015,0.2948
7965094,0.3169,0.3024,0.3061
7965108,-0.057,0.0264,-0.0556
7965110,0.0143,-0.2425,-0.1157
7965112,0.1859,-0.304,-0.2332
7965123,0.1558,0.0568,0.0002
7965150,0.1788,0.0253,-0.0848
7965152,0.0825,-0.4044,-0.5219
7965154,-0.0891,0.0138,0.0254
7965156,-1.5635,0.1897,0.2341
7965166,0.0974,0.0716,-0.0113
7965200,-0.1002,-0.0036,0.0277
7965206,-0.0508,-0.1661,-0.2147
7965224,-0.0165,-0.0343,-0.1097
7965226,0.2035,0.154,0.1835
7965231,-0.0468,-0.1314,-0.1998
7965245,-0.1297,-0.3529,-0.2457
7965249,0.0474,-0.0414,-0.0691
7965264,0.1216,-0.2628,-0.1962
7965322,0.5495,-0.6006,-0.2268
7965335,0.3133,0.9401,0.8334
7965343,-0.1961,-0.1098,-0.2505
7965357,0.2048,0.2734,0.1833
7965359,-0.3536,-0.6063,-0.8425
7965384,-0.107,0.0315,-0.032
7965390,-0.0383,-0.0275,0.0385
7965398,0.062,-0.0796,-0.155
7965403,0.9585,1.378,1.6183
7965410,0.4844,1.2905,1.7176
7965423,-0.1966,-0.0004,-0.1158
7965429,-0.0846,0.1089,0.2745
7965431,0.0043,0.0438,0.0406
7965436,-0.0096,-0.4169,-0.2154
7965467,0.0111,-0.1526,-0.1071
7965469,-0.0802,-0.0009,0.0338
7965471,0.0434,-0.1502,-0.2586
7965478,0.0685,-0.1638,-0.1787
7965480,-0.1067,0.4116,0.4287
7965484,0.0262,0.0227,-0.0521
7965486,0.2983,-0.1209,-0.2333
7965508,-0.0383,-0.4038,-0.4053
7965510,-0.0784,-0.8531,-0.838
7965515,0.1058,-0.3351,-0.2548
7965523,0.4284,-0.0999,-0.2074
7965541,-0.1825,-0.1476,-0.0972
7965565,-0.1091,-0.0219,0.0157
7965573,0.2628,-0.0564,-0.0089
7965587,-0.1133,-0.0805,-0.187
7965589,-0.0082,-0.1077,-0.1919
7965606,0.0982,0.1668,0.2233
7965627,0.0335,-0.179,-0.045
7965650,0.0594,0.164,0.2407
7965652,0.0288,0.3475,0.3678
7965671,0.1519,0.301,0.3529
7965673,-0.0259,-0.0123,-0.0202
7965675,0.0421,-0.0595,-0.3315
7965677,0.1245,-0.0483,-0.0462
7965679,0.0108,0.0118,-0.0121
7965681,0.4089,0.8903,0.9298
7965686,0.0305,-0.0757,-0.135
7965721,0.0001,-0.0641,-0.1215
7965723,-0.1995,-0.2628,-0.1542
7965746,-0.0245,-0.2944,-0.216
7965760,0.0165,-0.3957,-0.4119
7965767,-0.0292,-0.2307,-0.4444
7965769,0.8721,0.0013,0.3937
7965787,0.3047,-0.1751,-0.1146
7965789,0.1113,0.0326,-0.0091
7965800,0.0156,-0.3302,-0.2685
7965812,0.1877,-0.3659,-0.2579
7965836,0.1006,-0.0218,-0.0269
7965838,0.0048,-0.2842,-0.2921
7965840,0.0604,0.0701,0.2163
7965842,-0.2439,-0.0481,-0.044
7965846,0.0339,-0.273,-0.316
7965855,0.4704,0.3084,0.0253
7965867,-0.0039,0.0262,-0.0495
7965871,0.1181,0.0167,-0.0365
7965873,0.0349,0.0604,-0.3334
7965884,-0.0562,-0.1048,-0.1734
7965900,-0.2011,0.1697,0.0737
7965916,-0.0164,-0.06,-0.0672
7965918,-0.094,0.3342,-0.1552
7965935,-0.0065,0.0866,0.0428
7965941,0.6625,1.0148,1.0461
7965956,0.0446,-0.021,-0.295
7965964,-0.3755,-0.7862,-0.873
7965976,0.1304,-0.0416,-0.0681
7965979,0.6302,0.9746,1.0362
7966003,-0.4362,-1.1104,-0.9312
7966026,0.3469,0.3804,0.4362
7966035,0.5976,0.527,0.5123
7966046,0.0223,-0.2747,-0.1461
7966052,0.2654,0.2256,0.0115
7966068,-0.2304,0.0938,-0.1592
7966070,-0.0357,-0.0008,-0.0123
7966072,-0.3305,-0.2625,-0.2973
7966089,0.3545,0.6188,0.8536
7966098,-0.0464,0.0521,-0.0185
7966122,-0.1353,0.6298,0.6263
7966127,0.3775,0.972,1.1456
7966135,0.4381,0.1532,0.0685
7966148,-0.0374,-0.075,-0.1673
7966150,0.09,0.0854,0.1218
7966172,-0.1599,-0.0549,-0.1551
7966181,0.0516,-0.0025,0.0311
7966183,0.0892,0.163,0.0363
7966189,-0.0941,-0.0368,-0.0506
7966202,0.1523,0.0654,-0.0302
7966213,-0.1396,-0.1463,-0.0358
7966223,-0.1491,-0.4657,-0.422
7966225,-0.1156,-0.0726,-0.1606
7966227,0.0499,-0.094,-0.1037
7966229,-0.0993,0.0321,-0.0561
7966234,0.0798,0.2865,0.308
7966257,0.122,0.2331,0.3171
7966259,-0.4049,-0.6112,-0.479
7966266,0.1205,0.1794,0.2476
7966268,-0.1324,0.1205,0.0858
7966293,-0.0669,-0.1393,-0.2801
7966299,0.2486,0.6142,0.7585
7966301,0.1851,0.0922,0.0263
7966315,0.353,0.1395,0.1294
7966321,0.1001,0.0105,-0.1761
7966332,0.126,-0.2056,-0.151
7966343,0.2416,-0.4162,-0.0859
7966345,-0.177,-0.3031,-0.2154
7966356,-0.2132,0.412,0.3835
7966368,-0.3136,-0.4258,-0.3643
7966379,-0.095,0.0092,-0.0133
7966389,-0.2415,-0.0332,-0.0392
7966397,-0.014,-0.1158,-0.1372
7966425,0.0745,0.0477,-0.0125
7966427,-0.0625,-0.3803,-0.4513
7966441,0.0466,-0.5612,-0.332
7966448,-0.7255,-0.5585,-0.5155
7966462,0.1445,0.1374,-0.0081
7966488,0.0233,-0.1249,-0.0062
7966517,0.178,-0.1314,-0.0378
7966534,0.1138,0.0356,-0.0726
7966542,0.1579,0.3767,0.3599
7966568,-0.0215,-0.0253,-0.0572
7966570,-0.1041,0.0553,-0.0118
7966594,-0.0977,-0.0755,-0.0818
7966596,-0.1093,-0.2041,-0.2594
7966600,-0.3247,-0.2711,-0.1851
7966621,0.0207,-0.0747,-0.4177
7966631,-0.013,-0.1374,-0.2077
7966638,0.064,-0.0316,-0.084
7966666,0.0236,-0.1184,-0.1803
7966668,-0.0311,-0.0592,-0.0808
7966684,-0.1544,-0.1659,-0.0894
7966686,-0.0168,-0.0788,-0.0359
7966688,0.036,0.0321,0.0279
7966690,-0.7137,0.348,0.1775
7966706,-0.1127,0.0115,-0.0225
7966738,0.0157,-0.1477,-0.1641
7966746,-0.1475,-0.255,-0.182
7966749,0.5565,0.7507,0.4767
7966760,-0.0716,-0.0641,-0.1867
